customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2198,0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,4.574710978503383,5.169346985251076,1
5174,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,4.51688527112052,4.51688527112052,1
3517,1,0,1,0,49,1,2,1,2,2,0,0,2,0,0,1,0,4.552296696381023,8.462546913636208,0
373,1,0,0,0,58,1,0,0,0,2,2,2,2,0,2,0,0,4.264087336809195,8.306459814345365,0
6294,1,1,1,0,44,0,1,0,0,2,0,0,0,0,0,1,2,3.4452142670789296,7.215754552196813,1
407,0,0,1,1,59,1,0,0,0,2,0,2,2,2,2,1,1,4.343155860284888,8.421419904394316,0
1955,1,0,0,0,71,1,2,1,2,0,2,2,2,2,2,1,2,4.691806492647638,8.92706856001295,1
4144,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,4.2612704335380815,4.2612704335380815,1
4148,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,2,4.334017415487521,6.790828126952845,0
4706,1,1,1,0,62,1,2,1,0,2,2,0,2,2,1,1,2,4.6515765588022475,8.761604962188237,1
4568,0,0,1,1,35,1,0,0,2,0,0,2,0,0,1,1,0,4.024458434757935,7.558516743045645,0
2313,0,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,0,3.0204248861443626,6.025865973825314,0
762,1,0,1,1,40,1,0,2,1,1,1,1,1,1,2,0,3,3.0252910757955354,6.696972517366147,0
1706,0,0,0,0,39,1,0,0,2,0,0,0,0,0,1,1,2,3.888754378488792,7.542955499587233,0
6058,1,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,4.472780997942346,4.472780997942346,1
5788,0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,3.2088254890146994,7.4266978708500755,0
6582,0,1,1,0,33,1,2,1,0,2,0,0,0,0,0,1,0,4.401829261970061,7.885141110216103,1
1779,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,3.8022081394209395,6.295173746261759,0
2601,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,3.0325462466767075,3.0325462466767075,0
6371,1,0,0,1,27,1,0,2,1,1,1,1,1,1,0,0,3,3.0032042883926917,6.288508906261726,0
2290,1,0,1,1,34,1,0,2,1,1,1,1,1,1,1,0,1,3.0252910757955354,6.521798637262015,0
824,0,0,1,0,56,1,0,1,2,0,2,0,0,0,2,0,0,4.398146016553765,8.415082943466459,0
5922,0,0,0,0,58,1,2,2,1,1,1,1,1,1,2,0,1,3.232778730037192,7.261821824004301,0
3435,0,0,1,1,22,1,2,2,1,1,1,1,1,1,2,0,1,3.2676659890376327,6.321487460049288,0
6423,0,0,1,1,10,1,2,2,1,1,1,1,1,1,2,0,1,3.299533727885655,5.422965671113147,0
5164,1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,1,3.044522437723423,5.596382844379506,0
2695,0,0,0,0,35,1,2,1,0,2,0,2,0,0,0,0,1,4.457829598089382,7.978825064643845,1
4703,0,0,0,0,34,1,0,1,0,0,0,0,0,0,0,1,1,4.2626798770413155,7.7903237534512595,1
948,0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,4.557029810660157,6.0531474322955665,1
1745,1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,3.077312260546414,7.308609774532618,0
2257,1,0,0,0,2,1,0,0,0,0,0,2,2,2,0,0,2,4.26689632742025,4.893352133481524,0
5921,0,0,0,0,7,1,0,1,0,0,2,0,2,2,0,1,2,4.567987394860375,6.495114487124877,1
1337,1,1,1,0,27,1,2,1,0,0,0,0,0,0,0,1,2,4.33729074083249,7.546947731944156,1
5762,1,0,1,1,4,1,0,1,0,0,0,0,0,0,0,1,3,4.256321678298823,5.655642099328266,0
6292,0,0,0,0,37,1,0,2,1,1,1,1,1,1,2,0,3,3.0373539482448106,6.666002138418756,0
5004,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,3,3.044522437723423,6.037154673025098,0
1971,0,1,1,0,53,1,2,1,0,0,0,0,2,2,1,1,1,4.573163389853005,8.520637253818792,0
6695,0,0,0,0,18,1,2,1,0,0,0,2,0,2,0,1,2,4.511957804265912,7.386315942160852,1
4959,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,4.24778070111149,4.793722292532682,1
6225,1,0,1,1,32,1,2,1,2,0,0,0,2,2,0,1,1,4.610655116218661,8.07267015690431,1
4545,1,1,1,0,23,1,0,2,1,1,1,1,1,1,1,1,2,3.079613757534693,6.186620061882023,0
634,1,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,3,3.9347624923976356,5.086669980372253,0
4677,0,0,1,1,71,0,1,0,2,2,0,2,2,2,2,0,3,4.0884941485439255,8.329959590261263,0
5258,1,0,0,0,9,1,0,1,0,0,0,2,2,2,0,1,0,4.5736795188967205,6.719556485015306,0
2843,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,3.9219733362813143,3.9219733362813143,0
3278,1,0,1,1,18,1,0,0,0,0,2,0,0,2,0,0,2,4.068171687918078,6.899571886174118,1
2706,1,0,1,1,12,1,0,0,0,0,0,0,0,2,1,0,1,4.000949214622548,6.547287436804703,1
5425,1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,1,3,4.395682961121367,8.628090351531826,0
6574,0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,1,0,3.2347491740244907,7.379132963781016,0
2629,1,0,0,0,4,0,1,0,0,0,0,2,0,2,0,1,2,3.714790835898437,5.09650713317022,0
6598,0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,3,3.0204248861443626,6.155282632337377,0
1004,0,0,1,1,39,1,0,0,2,0,0,0,0,0,0,0,1,3.952204795060978,7.633853559681768,0
2388,1,0,1,0,28,1,0,0,2,0,0,2,0,0,1,0,3,4.013676659154646,7.2636449146470285,0
5854,0,1,0,0,5,1,0,1,0,2,0,0,2,0,0,1,2,4.450852825603734,5.975081067857458,0
5275,0,1,1,0,45,1,0,1,0,0,2,0,0,2,0,1,2,4.467056883858457,8.259056976138394,0
5078,1,0,0,0,37,1,0,1,0,0,0,0,0,0,0,1,3,4.267597343922845,7.8453768815581215,0
5576,0,1,1,0,60,1,0,1,2,2,2,2,2,2,2,1,0,4.709530201312334,8.805277682886622,0
3386,1,1,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,4.6210435351443815,6.709792026198225,1
4777,0,0,0,0,47,1,2,1,2,0,2,0,2,0,1,0,1,4.563305981889393,8.437337966166773,0
5972,1,0,1,1,26,1,2,1,0,0,0,0,2,0,0,1,2,4.43970574626056,7.636076534549736,1
2923,0,1,1,1,3,1,0,1,2,0,0,2,2,0,0,1,3,4.492001487882454,5.61586159328373,1
5905,0,0,1,1,50,1,0,1,0,0,0,0,0,0,0,1,0,4.259152536523347,8.177150588616483,0
932,1,0,1,1,27,1,2,0,0,0,0,2,2,2,0,0,0,4.28496492183075,7.579729894309281,0
2907,0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,2,4.533674184283021,6.594345057957625,1
1799,0,0,1,0,62,1,2,2,1,1,1,1,1,1,2,0,0,3.204776900488699,7.256826386894137,0
5773,0,0,1,0,71,1,0,0,2,0,2,2,2,2,2,0,0,4.417031743872572,8.687003474273121,0
1199,1,0,0,0,66,1,2,2,1,1,1,1,1,1,2,0,3,3.261935314328648,7.437618531625265,0
4562,1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,0,4.751000634199631,8.968377085169347,0
3187,0,0,0,0,13,0,1,0,0,0,2,0,2,2,0,0,2,3.9150185144079446,6.4775875582336,0
3424,1,0,1,0,56,1,0,1,0,0,0,0,0,2,1,1,2,4.405498990859024,8.424748901024957,0
7002,1,0,1,0,38,1,0,1,2,2,0,0,0,0,0,1,2,4.387635873438392,8.011039968299007,1
852,1,1,0,0,14,1,0,1,0,0,0,0,2,2,0,0,1,4.515792374836875,7.144486103804862,1
1286,0,0,0,1,16,1,0,2,1,1,1,1,1,1,1,1,0,3.0106208860477417,5.88984701772899,0
5176,0,0,1,1,14,1,0,1,0,0,0,0,0,0,0,0,2,4.26549281841793,6.9541616517962925,0
3436,1,0,1,1,32,1,0,1,0,0,0,0,0,0,0,1,0,4.259152536523347,7.76170241244579,1
2339,0,0,0,0,8,1,0,0,2,0,0,2,0,0,1,0,0,4.0118683403978626,6.106465939802488,0
2458,0,0,1,1,43,1,2,1,0,0,2,0,2,2,0,1,0,4.60816569496789,8.345443554427222,0
548,0,0,0,0,52,1,2,0,2,0,2,2,2,0,1,0,1,4.31748811353631,8.263242433928468,0
2827,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,3.9367156180185177,5.0323967858777685,0
1948,1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,1,3,3.0349529867072724,6.351234695954017,0
5906,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,3.027715319407042,3.027715319407042,1
879,1,1,0,0,12,0,1,0,0,0,2,2,0,2,0,1,2,3.798854307322508,6.269001582252524,1
2698,0,0,1,1,16,0,1,0,0,0,0,0,0,2,0,1,1,3.597312260588446,6.316623023828922,0
4977,0,0,0,0,40,1,2,0,0,0,2,2,2,2,1,1,3,4.403665809777363,8.07391717591148,0
4012,0,0,0,0,5,0,1,0,0,0,2,0,0,2,0,0,2,3.7013019741124933,5.355406333532164,1
4229,1,0,1,0,40,1,2,1,0,0,0,0,2,2,0,1,0,4.585987366571318,8.218234442236687,1
2428,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,0,3,3.022860940942244,6.432538082683514,0
4921,0,0,0,0,5,1,0,1,0,0,0,0,0,2,0,1,2,4.394449154672439,6.024657514463746,1
1111,0,0,0,0,10,1,0,1,2,0,0,0,2,0,0,1,3,4.450852825603734,6.725093664375078,1
1401,1,0,1,1,2,1,0,1,0,0,0,0,2,2,0,1,0,4.505902184329423,5.228699299667167,1
248,1,0,0,0,23,1,2,1,0,0,0,2,2,0,0,1,2,4.517431271680085,7.572605860386969,1
4313,1,0,1,1,26,1,0,2,1,1,1,1,1,1,1,1,0,3.0469005601283903,6.228313745478304,0
3399,0,1,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,4.730921391293652,8.993160253994853,0
1175,0,0,1,0,34,1,0,0,0,0,0,2,0,0,0,0,0,3.9357395320454622,7.504556743755398,0
5076,1,0,0,0,10,1,0,0,2,0,0,2,2,0,0,0,0,4.1470951276076295,6.419913491606522,0
2671,0,0,0,0,14,1,0,0,2,0,0,2,0,0,1,0,3,4.037774210733707,6.679787610302435,0
432,0,0,0,0,23,1,2,1,2,0,0,0,2,0,0,1,0,4.511408806173617,7.68285104218925,1
6787,1,0,1,0,47,1,0,2,1,1,1,1,1,1,2,0,3,3.027715319407042,6.88151396777691,0
4995,1,0,1,0,24,1,0,1,2,0,0,2,0,2,0,1,2,4.502583597212991,7.70129063357335,0
3922,1,0,1,0,49,1,2,1,0,2,0,0,2,2,0,1,0,4.605670061029742,8.48771288609373,1
6268,1,1,0,0,20,1,0,0,2,0,0,2,0,0,1,0,3,4.007333185232471,6.963095374015301,0
4360,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,4.259152536523347,4.980519670191632,1
2164,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,3.9130225057612296,4.522874943261261,1
5507,1,0,0,0,22,0,1,0,0,0,2,2,2,2,2,0,0,4.056123349401903,7.17460944872248,0
445,1,0,0,0,7,1,2,1,0,0,2,0,2,2,0,1,0,4.59562477314456,6.570882962339584,1
1432,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,3.095577608523707,3.095577608523707,0
2936,0,0,1,1,59,1,2,1,0,2,0,2,0,2,0,1,0,4.581389657322688,8.627266584002568,0
2886,0,0,1,1,58,1,2,2,1,1,1,1,1,1,1,1,1,3.2386784521643803,7.31248678473655,0
3039,0,0,0,0,41,1,2,1,2,2,2,2,2,2,0,1,0,4.749270529961848,8.418134996570434,1
6930,0,1,0,0,59,1,2,1,0,2,0,0,0,0,2,1,1,4.384523514872469,8.431929377457534,0
308,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,2,4.256321678298823,5.304299438225584,0
185,1,0,0,0,32,1,0,2,1,1,1,1,1,1,2,1,0,3.0469005601283903,6.422353707556304,0
1187,1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,4.603669059861824,8.426370925842464,0
6951,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,4.406109305189839,5.148366189784533,1
6464,0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,0,1,3.0252910757955354,6.921066293041809,0
3089,0,1,0,0,13,1,0,1,0,0,2,0,0,0,0,1,2,4.321480134805848,6.847315015170721,1
6346,0,1,0,0,11,1,0,1,0,0,0,0,2,2,0,0,0,4.507557357121091,6.955306580840359,1
5134,1,0,0,0,32,1,2,1,2,0,0,2,0,0,0,0,0,4.484696032520217,7.925663530235284,0
4993,1,1,1,0,17,1,2,1,0,0,2,0,2,2,0,1,1,4.619566066271823,7.392308793409265,1
3159,0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,1,4.327438444389479,7.030282598261829,0
6366,0,0,0,0,51,1,2,1,2,2,2,0,2,2,1,0,0,4.6862892372728835,8.645040962822444,0
4113,1,0,0,0,29,1,0,0,0,0,2,2,2,2,1,1,0,4.335328031664641,7.716416255754423,0
6049,1,0,1,0,70,1,0,0,2,2,2,2,0,0,2,0,1,4.188896879163323,8.417207096540311,0
6104,0,0,1,1,71,1,2,1,2,0,2,2,0,2,2,0,2,4.619566066271823,8.876363020539099,0
922,1,0,1,1,41,1,2,0,0,2,2,0,2,0,1,0,0,4.241326752570746,7.9518937822624975,0
5264,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,4.401216329067023,4.401216329067023,0
3238,0,0,1,0,7,1,0,0,2,0,2,2,2,2,0,0,0,4.409763389645481,6.36492285908106,0
3202,1,0,1,1,25,1,0,1,0,0,0,0,2,2,1,1,2,4.515245478460105,7.686896652708943,1
6846,1,0,1,1,67,1,2,1,2,2,0,2,0,0,1,0,2,4.505902184329423,8.706084784842092,0
4908,1,0,1,1,5,1,2,0,0,0,0,2,0,0,0,1,3,4.037774210733707,5.562218910334414,0
6737,1,0,0,1,15,1,2,2,1,1,1,1,1,1,0,1,2,3.250374491927572,5.78428661431516,0
3298,0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,2,3.044522437723423,6.037035248650441,0
6233,1,0,1,1,3,1,0,0,0,2,2,0,0,0,0,1,3,4.04567939024082,5.130785895226717,1
5476,1,0,1,1,54,1,2,1,0,2,0,2,2,2,1,1,2,4.665324108807838,8.63743542299231,0
6143,1,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,3.022860940942244,6.7338779689708455,0
5222,0,0,1,0,9,1,0,1,0,0,0,0,0,2,0,1,2,4.391357962102766,6.6465203765452046,0
2910,0,0,0,0,63,1,2,1,0,2,0,0,2,2,2,0,0,4.589548805085134,8.740976538017787,0
665,0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,0,0,3.228826155721369,7.404157382082404,0
6602,0,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,1,3.242592351485517,7.425983436264869,0
2360,1,0,1,0,40,1,0,0,0,2,0,0,0,0,0,1,3,3.9347624923976356,7.630218513876136,0
222,1,0,0,0,60,0,1,0,2,2,2,0,0,0,2,0,0,3.703768066607687,7.793792967685271,0
6861,0,0,0,0,4,1,0,1,2,0,2,2,0,2,0,1,0,4.558078578454241,5.9615206707349095,1
1470,0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,4.50920979484218,8.747423571732076,0
5405,0,0,1,0,37,1,2,1,0,0,2,0,0,0,0,1,1,4.381401439279963,7.951788178207204,1
2305,1,0,1,0,32,1,2,1,0,2,0,0,2,2,0,1,1,4.603669059861824,8.054173120264645,0
880,1,0,0,0,39,1,2,0,0,0,0,2,0,0,2,1,1,4.00460218672124,7.696985068219127,0
5986,0,0,0,0,38,1,2,2,1,1,1,1,1,1,1,1,2,3.228826155721369,6.819361128219541,0
4891,1,0,0,0,52,1,2,1,0,0,2,0,0,2,2,1,1,4.504797211841304,8.429181314093023,0
4878,0,0,1,1,48,1,2,1,2,2,0,0,2,2,0,1,1,4.665794807804526,8.516893146407236,0
1010,1,0,1,1,70,0,1,0,2,0,2,2,2,2,2,0,0,4.102643365036796,8.329851052565411,0
710,1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,4.27039650600246,7.309580437169706,0
2580,0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,4.42484663185681,8.338090448677617,0
2857,0,0,0,0,19,0,1,0,0,0,0,0,2,2,1,1,1,3.825375198702474,6.796320798535832,1
43,1,0,1,1,25,1,0,0,2,2,2,0,0,0,1,1,0,4.136765278106052,7.385230923066573,0
6208,1,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,0,3.9130225057612296,6.3869634909042965,0
5759,1,1,1,0,39,1,2,1,0,2,2,0,2,2,0,1,2,4.669552444917359,8.363062511388982,1
631,1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,0,3,4.326117440234365,6.3017944601011076,1
6552,0,0,1,1,23,1,0,0,2,2,2,2,0,0,1,1,3,4.208417018481948,7.336155358372797,0
57,1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,3.0155349008501706,6.274385302458052,0
2404,1,1,0,0,47,1,2,1,0,0,0,0,2,0,0,1,1,4.466482666214198,8.260130846898402,0
4136,1,0,1,1,26,1,0,2,1,1,1,1,1,1,2,1,1,3.0032042883926917,6.247559198561878,0
5859,0,0,1,0,14,1,2,0,2,0,0,0,2,0,0,1,0,4.185098925490565,6.848005274576363,1
3745,0,1,1,0,11,1,2,1,0,0,2,2,2,2,0,1,0,4.654436427291009,7.034079512315632,1
2197,1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,3.0081547935525483,3.8989377658794906,0
1503,0,0,1,1,26,1,0,1,2,2,0,0,0,0,0,0,2,4.418238016636454,7.635811004030272,0
1208,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,4.750568388677448,9.028212796366661,0
4687,0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,3.044522437723423,7.0985822288198035,0
565,1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,3.0349529867072724,7.242261298149807,0
527,1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,4.191924890560965,6.585274700987661,0
2144,1,1,1,0,14,1,0,2,1,1,1,1,1,1,1,0,3,3.027715319407042,5.436556410771803,0
6716,0,0,0,1,13,1,2,0,2,2,2,2,2,2,2,0,1,4.499253960396542,7.058543168104206,0
1122,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,1,3,3.054001181677967,4.598648968997826,0
1687,1,1,1,1,11,1,2,1,0,0,0,0,0,0,0,1,1,4.333361462692601,6.654539043411635,0
1676,1,0,1,0,18,1,2,0,0,2,0,0,0,0,0,0,1,4.056988775678332,6.980680408996694,0
573,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,3.5986811861957873,3.5986811861957873,1
2455,0,0,1,0,32,1,0,1,2,0,0,0,0,0,0,1,0,4.33729074083249,7.75177634797621,0
985,1,0,0,0,29,0,1,0,2,0,0,2,0,0,1,0,3,3.6000482404073204,6.978772766217417,0
279,0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,1,2,4.114963849424837,5.144583266605995,0
5561,0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,4.565909472034789,5.28776185260852,1
6238,1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,1,3,4.581389657322688,7.0594887540080675,1
6216,0,0,0,0,41,0,1,0,0,2,0,0,0,2,0,1,2,3.7220724214697003,7.425864314194387,0
6339,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,2.9882040071331994,2.9882040071331994,0
3012,1,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,3,4.02266952551521,5.917279648918606,0
6194,0,0,1,0,52,1,0,0,2,0,2,0,2,0,1,1,3,4.178992036282385,8.134936668444954,0
5883,0,0,1,1,45,1,2,2,1,1,1,1,1,1,2,1,0,3.2445435716167785,7.038608087400899,0
4867,1,0,1,0,70,1,2,0,0,2,2,2,2,0,2,0,1,4.345103280569283,8.568883906821593,0
421,0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,2.9806186357439426,6.914432933735378,0
3730,0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,4.594614672048575,8.689051869360071,0
3784,0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,1,4.554928969551344,8.608294526446507,0
2862,0,1,1,0,3,1,0,1,0,0,0,0,2,0,0,1,2,4.399375273008495,5.416322599738942,1
4417,0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,2,4.565389315976247,7.752356649964447,0
4139,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,3.4766140209469096,3.4766140209469096,1
6571,0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,0,4.295242504588991,8.51569206528997,0
84,0,0,0,0,12,1,2,1,0,2,0,0,2,0,0,1,0,4.5081084731449605,6.959778307049289,1
3344,0,1,1,0,71,1,2,0,2,2,2,2,0,2,2,1,0,4.4272389774954295,8.671149566653297,0
4583,1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,3.039749158970765,6.237933923725689,0
5058,0,0,0,0,5,1,2,0,2,0,0,0,0,0,0,1,2,4.00369019395397,5.652313726281008,0
2929,1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,3.96176509732296,7.167346471267392,0
3939,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,3.027715319407042,3.027715319407042,0
883,1,1,0,0,70,0,1,0,0,2,2,0,2,0,1,1,1,3.807772984054347,8.010575369090423,0
6434,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,4.74493212836325,8.9988968575102,0
4440,1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,4.558078578454241,8.632528790096142,1
1123,0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,4.619073091157083,8.076717295968262,0
63,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,3.0373539482448106,3.0373539482448106,1
4964,0,0,0,0,14,1,2,0,0,2,0,0,0,0,1,1,3,4.0118683403978626,6.651830238143548,0
928,0,0,0,0,13,1,2,1,2,0,0,0,0,0,0,1,1,4.394449154672439,6.937653829328,0
2800,0,0,0,0,6,1,2,1,0,2,2,2,2,2,0,1,1,4.7086288943563215,6.5079491287256515,1
2037,0,0,0,0,46,1,2,0,2,0,2,0,2,2,2,0,3,4.384523514872469,8.187243635784219,0
77,1,0,0,0,15,1,0,1,0,0,2,2,2,2,0,1,2,4.628398312107299,7.349198669755537,1
3876,1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,2,4.557029810660157,8.282520939278072,0
3404,1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,3.927896354584436,7.586879597178514,0
5946,1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,4.111693200556713,7.120565626156555,1
2205,1,0,0,0,57,0,1,0,2,0,2,0,2,2,0,1,2,4.00277736869661,8.069968149059841,0
607,0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,2,4.548070593947519,8.491506084480253,0
3251,1,0,1,1,18,1,0,1,2,0,2,0,2,0,0,1,3,4.487512142519859,7.314219887423385,0
4015,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,4.113329862133181,4.113329862133181,1
5441,0,0,1,0,58,1,2,0,2,0,0,2,0,0,1,1,0,4.127940511650616,8.15471573110751,0
5739,0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,0,4.654436427291009,8.911199564935444,0
47,0,0,0,0,35,1,0,1,0,0,2,2,2,2,1,1,2,4.6076670661866785,8.169902647359145,0
2748,1,0,0,0,3,1,0,1,0,0,2,0,0,2,0,0,1,4.462453883786496,5.551990122897069,0
4822,1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,2,4.662022997580874,8.26571446392467,0
5836,1,0,1,1,35,1,2,0,2,2,2,2,0,0,2,1,1,4.25063580654847,7.820499730229632,0
1084,1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,4.515792374836875,6.387636608304554,1
3711,0,0,0,0,47,1,0,0,0,0,2,2,2,2,2,0,3,4.323470185213858,8.163741618260106,0
6322,0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,2,3.9406104622800586,6.641769464612117,0
3107,0,1,1,0,20,1,0,0,0,2,0,0,0,2,0,1,2,4.110873864173311,7.139144739150198,0
307,1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,4.457250055911469,8.619632444337945,0
6306,1,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,1,3.017982882488811,5.834372044359803,0
3928,0,0,0,0,42,1,0,2,1,1,1,1,1,1,2,1,0,3.079613757534693,6.739869029984439,0
5056,0,0,1,0,17,1,2,1,2,0,0,0,0,0,0,0,2,4.380775852772229,7.2078228337095505,0
3809,1,0,0,0,37,1,2,1,0,2,0,2,2,2,1,1,1,4.658710952916121,8.237214703349489,0
4815,0,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,2,3.919991175077323,6.417793810395455,0
2753,1,0,1,0,53,1,0,1,0,2,0,0,2,2,1,1,0,4.55650501400681,8.490633587080888,1
6405,0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,3.258096538021482,7.317245608339922,0
4816,1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,3.279029747687948,6.150282887865634,0
4501,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,4.3294166844015844,4.3294166844015844,1
4299,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,4.264790324535862,5.274024673978992,0
5,0,0,0,1,9,1,0,0,0,0,0,2,2,2,0,1,1,4.254193263163997,6.349925395369821,0
3895,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,4.3975308212098465,4.3975308212098465,1
5873,1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,4.544889255103161,8.566925768517926,0
6913,1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,1,2,4.248495242049359,7.048082279073415,1
947,0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,4.209902902856373,6.60907966505549,1
2990,1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,4.256321678298823,6.258337861283517,0
4948,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,3.054001181677967,7.253930291064735,0
6944,1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,1,0,4.465908118654584,7.335275377871133,1
6964,0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,1,2,4.398146016553765,5.5256521224807145,1
27,1,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,1,3.0633909220278057,6.995399788834184,0
532,1,0,1,0,62,1,2,2,1,1,1,1,1,1,1,1,1,3.2088254890146994,7.277800441859041,0
5651,1,0,0,0,24,1,2,1,0,2,0,0,2,0,0,1,1,4.51688527112052,7.7334865285972905,1
1574,0,0,1,1,62,1,2,0,0,0,0,0,2,2,0,1,1,4.268997904375876,8.3667074541417,0
596,1,0,0,0,17,1,2,0,2,0,0,0,0,2,0,0,0,4.200954297280359,7.0140953147534635,0
